name,cat_loc,rating,review,description,price_range
리호,다이닝바 • 성수,4.8,(143),다양한 음식과 분위기를 즐길수 있는 다이닝 와인바,점심 저녁 동일가 2 - 4만원
안주마을,"해물,생선요리 • 서촌",4.4,(281),낮술의 성지라는 웨이팅 필수 해산물 술집,점심 저녁 동일가 2 - 4만원
리알토,이탈리아음식 • 청담,4.8,(642),이탈리아 북부의 음식들을 이야기하는 뜨라또리아,점심 3.9만원 · 저녁 2 - 4만원
고깃집열 논현직영점,돼지고기구이 • 논현,4.9,(63),"삼겹살, 목살은 기본 가브리살과 오도독갈비,  콜키지프리가 매력적인 숯불구이전문점",점심 1 - 2만원 · 저녁 2 - 4만원
다이닝 상석,일식 • 압구정,4.7,(250),이름처럼 극진히 모시겠다는 마음가짐으로 일식베이스에 퓨전요리,점심 저녁 동일가 2 - 4만원
카즈,이자카야 • 합정,4.5,(8),분위기 좋은 제철사시미 일품요리 전문점,점심 영업안함 · 저녁 2 - 4만원
207다이닝,다이닝바 • 서울숲,4.9,(277),오너셰프가 구상한 다채로운 요리들을 캐쥬얼하고 감각적인 분위기로 즐길 수 있는 성수동 다이닝바입니다.,점심 1 - 3만원 · 저녁 2 - 4만원
알랭들롱,프랑스음식 • 삼각지,4.5,(72),"Easy french 컨셉의 다양한 프렌치요리(스몰디쉬,파스타,스테이크)의 레스토랑",점심 2~4만원 · 저녁 2~4만원
동아리 정동본점,이자카야 • 서대문,4.6,(581),마츠다 부장님이 극찬한 스키야키 맛집 이자카야,점심 저녁 동일가 2 - 4만원
키츠 스키야키,샤브샤브 • 합정,4.7,(351),모던한 분위기에서 즐기는 진짜 관서식 스키야키,점심 1 - 3만원 · 저녁 2 - 4만원
호사다마,한식 • 성수,4.7,(7),다사다난한 어른이들을 위로해줄 수 있는 맛과 멋이 있는 한식주점.,점심 영업안함 · 저녁 2 - 4만원
아티산와규 남가좌가재울점,소고기구이 • 서대문,5.0,(14),<프리미엄 고마블 숙성와규 특수부위 전문점 ‘아티산와규’>와규등급 MB7+~ MB9+이상(한우기준 1+이상급)의 최고급 와규만을 숙성하여 사용.테이블 6개의 아담한 가게로 사랑하는 사람들과 대화와 식사에만 집중하실수 있게 공간을 디자인 하였습니다.,점심 1 - 3만원 · 저녁 2 - 4만원
투뿔한우천국 본점,소고기구이 • 방이,4.6,(55),1++생등심 한우전문점,점심 저녁 동일가 2 - 4만원
양꽃 강남본점,양고기 • 강남,4.8,(30),"6층에 테라스, 룸, 텐트룸이 있는 프리미엄 양갈비 전문점양꽃의 시그니처 단품메뉴 주문 시 일대일 서비스로 이루어지는 4종 오마카세램마호크를 무한으로 즐기며 구워드리는 서비스로 편하게 이용가능 한 곳",점심 영업안함 · 저녁 2 - 4만원
양꽃,양고기 • 여의도,4.8,(7),6층에 단독룸과 테라스에 텐트룸이 있는 프리미엄 양갈비 무한리필 전문점,점심 1 - 4만원 · 저녁 2 - 4만원
고기꾼김춘배 공덕직영점,"육류,고기요리 • 공덕",4.4,(66),공덕 경의선숲길 산책로 고기 맛집,점심 저녁 동일가 2 - 4만원
하우스 오브 지미,다이닝바 • 연남,4.8,(18),"연남동 분위기 좋은 비스트로 레스토랑.*화요일, 수요일, 목요일 테이블당 콜키지 1병 무료.*금요일, 토요일 콜키지 1병당 3만원 차지.",점심 저녁 동일가 2 - 4만원
동녘,한식 • 가로수길,4.4,(338),📌홀/테라스 좌석은 현장 상황에 따라 배정됩니다. 확정 예약 불가. 📌다양한 전과 술을 즐길 수 있는 가로수길 프리미엄 한식 주점 '동녘'전문 한식 쉐프가 준비한 전과 다채로운 한식을 즐겨보세요.,점심 영업안함 · 저녁 2 - 4만원
토끼다이닝 연남,한식 • 연남,4.6,(92),한식을 주 베이스로 다양한 음식과 다양한 음료 및 주류를 합리적으로 즐길 수 있는 밥집 겸 술집,점심 1 - 3만원 · 저녁 2 - 4만원
쇼쿠도 합,일식 • 서촌,4.7,(173),경복궁 옆에 위치한 작은 한옥에서 즐기는 제철음식과 다양한 종류의 쇼츄,점심 영업안함 · 저녁 2 - 4만원
봉고기,"육류,고기요리 • 신도림",4.6,(20),친환경 무항생제 프리미엄 목살 전문점,점심 저녁 동일가 2 - 4만원
지호식 址祜式,다이닝바 • 도곡,4.8,(83),"예기지 못 한 즐거움 - 사케와인위스키하이볼바, 지호의 방법대로 만드는 음식과 술 그리고 공간, 址祜式 JIHOSIK 지호식 입니다.",점심 영업안함 · 저녁 2 - 4만원
호박꽃 홍대점,소고기구이 • 상수,4.9,(98),최고급 와규를 합리적인 가격에 다양한 주류와 즐겨보세요!,점심 영업안함 · 저녁 2 - 4만원
녹지 마곡본점,"육류,고기요리 • 마곡",4.8,(307),"녹진한 식감의 양갈비 , MB8-9+와규 전문 다이닝",점심 영업안함 · 저녁 2 - 4만원
우탄 방이본점,소고기구이 • 방이,4.9,(56),"우탄만의 깨끗하고 편안한 분위기에서숯불향이 특별한,당일 도축 한우 소곱창과하이볼, 와인, 전통소주등의 다양한 술을맛 보실 수 있습니다.",점심 영업안함 · 저녁 2 - 4만원
그곁,다이닝바 • 잠실,4.9,(69),다양한 요리법으로 풀어낸 한식과 우리술을 곁들이는 다이닝바입니다ㅁ 바테이블로만 구성되어 있습니다ㅁ 예약 마감 시 웨이팅문의 및 빈 자리 여부는 전화 부탁드립니다ㅁ 주류 주문은 필수입니다ㅁ 웨이팅 많을 경우 시간제한이 있을 수 있습니다 양해 부탁드립니다,점심 영업안함 · 저녁 2 - 4만원
소소화로 문정점,소고기구이 • 문정,4.7,(13),한점씩 즐기는 야끼니꾸 소고기 화로구이 전문점,점심 1 - 2만원 · 저녁 2 - 4만원
바제,파스타 • 방배,4.8,(222),직접 반죽하고 제면하는 동네의 작은 생면파스타 전문점,점심 영업안함 · 저녁 2 - 4만원
체나레 인 서촌,이탈리아음식 • 서촌,4.9,(110),클래식 이탈리안 요리와 함께 부담없이 와인을 즐길 수 있는 공간,점심 저녁 동일가 2 - 4만원
옥토버훼스트 종로점,"맥주,호프 • 종각",4.6,(4),"2003년 오픈해 한자리에서 운영한 1세대 브루잉 레스토랑입니다. 슈바이네학센, 소세지 등 독일 전통 요리와 함께 수제맥주를 즐길 수 있습니다.",점심 영업안함 · 저녁 2 - 4만원
라시에스타,이탈리아음식 • 사당,4.0,(10),15년 동안 신선한 식재료와 홈메이드 방식의 건강한 맛으로 사랑받아온 이탈리안 캐주얼 다이닝,점심 저녁 동일가 2 - 4만원
수미양가,양고기 • 송파,4.9,(6),훗카이도식 정통 징기스칸 송리단길 대표 양고기 전문점,점심 저녁 동일가 2 - 4만원
그로어스 도곡,브런치 • 도곡,4.2,(264),도곡동에 위치한 미슐랭 쉐프의 브런치 카페,점심 1 - 3만원 · 저녁 2 - 4만원
신림로 이자카야,이자카야 • 신림,4.8,(212),(예약제)서울 최고 갓성비 일식 오마카세,점심 영업안함 · 저녁 2-4만원
느린마을양조장 압구정로데오점,전통주 • 압구정로데오,NA,NA,"조용한 막걸리, 국내 최초 도심 속 양조장",점심 영업안함 · 저녁 2 - 4만원
오니리크,다이닝바 • 을지로,4.9,(63),멋진 시티뷰와 생면 파스타&와인을 즐길 수 있는 꿈같은 공간,점심 1 - 3만원 · 저녁 2 - 4만원
관호,양고기 • 여의도,4.7,(42),최고급 프리미엄 양갈비를 제공하는 양갈비 화로구이 전문점,점심 영업안함 · 저녁 2 - 4만원
육회관포차 을지로점,요리주점 • 을지로,4.3,(17),신선하기로 유명한 한우 생고기만을 취급하는 한우생고기 전문점,점심 저녁 동일가 2 - 4만원
용돼지,돼지고기구이 • 삼각지,4.2,(27),100% 순종 지리산 흑돼지 버크셔 K 전문점,점심 저녁 동일가 2 - 4만원
푸른밤한남,돼지고기구이 • 한남,4.6,(151),"도심 속 작은 제주, 프리미엄 흑돼지 로스구이 전문점",점심 저녁 동일가 2 - 4만원
Balkony Kitchen (발코니 키친),이탈리아음식 • 도곡,4.6,(242),2층에서 내려보는 이쁜 양재천 산책로뷰와 다양한 요리로 힐링할 수 있는 공간,점심 저녁 동일가 2 - 4만원
이태원 터렛,다이닝바 • 이태원,5.0,(47),🌿 이태원뷰가 감동적인 분위기 맛집토스카나에서 유학한 이태리 20년차 쉐프가 요리하는 이태원 터렛입니다. 신선한 재료로 본연의 맛을 살리는 이탈리안 요리를 맛보러 오세요!다이닝 바에서는 생면 파스타 코스를 진행하고 있습니다.@turret_official,점심 영업안함 · 저녁 2 - 4만원
청담튜파,이자카야 • 청담,4.5,(144),석회암 동굴을 모티브로한 이색적인 공간에서 오마카세급으로 즐기는 프리미엄 이자카야. (식사 / 주류 / 데이트 / 모임 / 룸 예약),점심 영업안함 · 저녁 2 - 4만원
호보식당 역삼본점,"육류,고기요리 • 역삼",4.0,(62),어디서도 맛본 적 없는 마늘 갈비,점심 1 - 2만원 · 저녁 2 - 4만원
소복재 방이본점,샤브샤브 • 잠실,4.6,(146),스며듬을 표현한 클래식한 인테리어에정성스럽게 끓인 육수에 신선한 고기와 무제한 야채가 스며들다프리미엄 샤브 다이닝,점심 저녁 동일가 2 - 4만원
아치서울(arch__seoul) 용산점,와인 • 용산,4.6,"(1,227)","빈티지한 감성에 모던함을 더한 고급스러운 인테리어로 유럽 여행중에 만난듯한 여유로운 분위기의 레스토랑을 표현했습니다. 고급스러운 테이블과 편안한 의자, 아늑한 조명과 부드럽고 경쾌한 재즈로 아치서울에 방문해주시는 고객님들께 편안하고 여유로운 분위기를 전해드립니다.",점심 저녁 동일가 2 - 4만원
너테,다이닝바 • 방배,4.9,(58),제철재료를 활용 한 레스토랑,점심 영업안함 · 저녁 2 - 4만원
해임시,다이닝바 • 천호,4.8,(4),"안녕하세요 천호동에 위치한 해임시 입니다.해임시는 누구나 언제나 편하게 놀러와 마시고 먹을수 있는 공간입니다.다양한 음식과 그에 어울리는 음료와 와인, 전통주, 위스키, 맥주등을 제공합니다.항상 최선을 다하는 해임시가 되도록 하겠습니다, 감사합니다!",점심 저녁 동일가 2 - 4만원
우호적 상암점,소고기구이 • 상암,5.0,(57),마블링 스코어 MB9의 최상급 와규,점심 영업안함 · 저녁 2 - 4만원
유로세븐틴,이탈리아음식 • 성북,4.8,(24),성북동에 위치한 유로세븐틴 (EUR17) 레스토랑 입니다. 찾아주신 분들께 최고의 정성을 담아 이탈리안 가정식 요리들과 디저트로 인사드립니다.,점심 저녁 동일가 2 - 4만원
맥켄지 와인바 (Mckenzie),다이닝바 • 청담,4.9,(33),직접 만드는 신선한 도우들을 나무장작에 바로 구워내는 요리들과 와인,점심 영업안함 · 저녁 2 - 4만원
뚝도살롱,와인 • 성수,4.9,(6),하루를 위로하는 편안한 분위기의 와인펍,점심 영업안함 · 저녁 2 - 4만원
이자카야찬 논현,이자카야 • 논현,4.4,(8),강남대로변에 위치하고 주차가 편리한 테라스 독채 이자카야,점심 영업안함 · 저녁 2 - 4만원
고부시 논현점,이자카야 • 논현,4.5,(2),현존하는 최고의 모츠나베 맛집,점심 영업안함 · 저녁 2 - 4만원
내고기,소고기구이 • 마포,5.0,(44),차분하게 온전히 만족할 투뿔한우전문 bar,점심 영업안함 · 저녁 2 - 4만원
소마(soma),아시아음식 • 종로,4.9,(197),향과 맛이 조화로운 광동요리,점심 영업안함 · 저녁 2 - 4만원
서래마을 시즌잉(SEASON:ING),이탈리아음식 • 서래마을,4.9,(30),계절의 맛과 멋을 담는다는 의미의 이탈리안 및 퓨전 레스토랑,점심 저녁 동일가 2 - 4만원
이자카야 카와우소,이자카야 • 사당,4.5,(34),"사당에서 정갈한 일식과 깔끔한 실내 화장실, 인테리어가 돋보이는 공간",점심 영업안함 · 저녁 2 - 4만원
오스테리아 쟌니,이탈리아음식 • 성수,4.4,(7),수제뇨끼와 라자냐 이탈리안 가정식 음식이 있는 따뜻한 곳,점심 저녁 동일가 2 - 4만원
라키,이자카야 • 가로수길,NA,NA,일본 현지느낌의 하이볼 전문 펍이자카야,점심 영업안함 · 저녁 2 - 4만원
코슌,이자카야 • 압구정,4.5,(20),"일식 베이스에 다양한 터치가 들어간 맛있는 음식들을 합리적인 가격에 다양한 술들과 즐길 수 있는 캐쥬얼 다이닝, 비스트로 이자카야 코슌입니다.",점심 영업안함 · 저녁 2 - 4만원
양식당더램키친,양고기 • 가로수길,4.9,(10),한국 사람에게 익숙한 숯불과 불판 위에 구워내는 양고기 맛집,점심 영업안함 · 저녁 2 - 4만원
고깃집열,"육류,고기요리 • 강남",4.7,(53),콜키지프리도 가능한 재방문율 높은 맛집 고깃집열 본점,3-4만 원
베비다,이탈리아음식 • 서초,5.0,(30),"특별한 음식, 특별한 주류가 함께하는 공간",점심 영업안함 · 저녁 2 - 4만원
바베큐랩,"육류,고기요리 • 양재",4.3,(10),3년 연속 블루리본 맛집 “고기는 썩기 전에 제일 맛있다”,점심 저녁 동일가 2 - 4만원
기노,이자카야 • 마포,4.5,(26),재철재료 신선하고 정갈한 일본식 이자카야,점심 영업안함 · 저녁 2 - 4만원
고화갈비살 양재시민의숲점,"육류,고기요리 • 양재",NA,NA,특유의 손질 비법과 특제 소스로 입안 가득 감도는 육향과 부드러운 식감을 살린 소갈비집,점심 저녁 동일가 2 - 4만원
혜화 온프,이탈리아음식 • 혜화,5.0,(1),직접 공수한 재료로 만드는 Weekly pasta와 정육점에서 가져오는 신선한 부채살 스테이크가 있는 자연주의 양식 온프 입니다.,3.9만원
츄라우미 역삼본점,이자카야 • 역삼,NA,NA,환상적이고 몽환적인 분위기를 연출한 다이닝 이자카야,점심 영업안함 · 저녁 2 - 4만원
샤브인서울 합정점,샤브샤브 • 합정,5.0,(11),고즈넉한 공간에서 신선한 야채와 1++ 등급의 스페셜 한우를  다양한 육수로 즐길수있는 프리미엄 샤브 다이닝,점심 저녁 동일가 2 - 4만원
티노마드 모리,프랑스음식 • 망원,NA,NA,티노마드 에서 운영하는 르꼬르동 블루출신 쉐프 캐쥬얼 프렌치 비스트로,점심 저녁 동일가 2.5 - 3.2만원
압구정화로구이 잠실본점,"육류,고기요리 • 잠실",4.8,(2),질 좋은 고기를 가성비 있게 친절한 서비스로 즐길 수 있는 공간,점심 저녁 동일가 2 - 4만원
하우스안현 (Hausanhyun),다이닝바 • 서촌,NA,NA,동양적인 멋과 맛이 있는 비스트로 와인바편히 들려 먹고 마시는 공간이길 바랍니다.,점심 저녁 동일가 2 - 4만원
의영이네 양갈비,양고기 • 구로,NA,NA,깔끔하고 분위기 좋은 다찌석이 구비된 맛집,점심 저녁 동일가 2 - 4만원
사유의서재,와인 • 강남,4.4,(155),맛과 향이 풍부한 음식을 와인과 페어링하는 감성 공간,점심 저녁 동일가 2 - 5만원
제이드앤워터 (Jade & Water),브런치 • 옥수,4.6,(754),옥수동에서 가장 맛있는 올데이 브런치 레스토랑,점심 1 - 3만원 · 저녁 2 - 5만원
반(BARN),소고기구이 • 방배,4.2,(23),이수역 근처 캐주얼하고 가성비 좋은 1++한우 전문점,점심 저녁 동일가 2 - 5만원
에스토,와인 • 가로수길,4.8,(313),미국 요리학교 CIA출신 셰프가 운영하는 비스트로,점심 3.9만원 · 저녁 2 - 5만원
심퍼티쿠시 가로수길점,유러피안음식 • 가로수길,4.6,(852),"유러피안 요리를 아시안 스타일로 풀어낸 감각적인 파인캐주얼 레스토랑, 심퍼티쿠시.",점심 저녁 동일가 2 - 5만원
동남방앗간 한남,이탈리아음식 • 한남,4.4,(132),코지한 디너 레스토랑,"점심 2-3만원 (토,일) · 저녁 2 - 5만원"
펠른 하우스,"카페,디저트 • 연남",4.8,(291),"연남동을 대표하는 스페셜티 커피 전문점으로, 펠른의 시그니처 서비스인 ”페어링 코스(aka. 커피 오마카세)“를 통해 3가지 커피와 3가지 디저트를 코스로 만나볼 수 있습니다. 단품으로는 직접 로스팅한 고퀄리티 원두와 완성도 높은 홈메이드 디저트를 경험할 수 있습니다.",페어링 코스 4.2만원
홍바이,중식 • 마곡,4.6,(25),다양한 맛의 탕을 제공하는 프리미엄 중국식 훠궈 전문점,점심 저녁 동일가 2 - 5만원
한토막,"스테이크,립 • 성신여대",4.7,(222),"숯불에 초벌한 토마호크,티본,우대갈비 소고기 맛집",점심 저녁 동일가 2 - 5만원
드포레 De;Fore 용산점,와인 • 용산,4.8,"(1,414)",편안하고 아늑한 도심 속 숲에서 즐기는 110여종의 와인과 캐주얼 다이닝insta: @de.fore_station,점심 저녁 동일가 2 - 5만원
아실라,다이닝바 • 강남,4.5,(68),"강남 소개팅 명소, 이국적인 프라이빗 룸 와인레스토랑",점심 저녁 동일가 2 - 5만원
퍼시몬_용산(persimmon_ys),다이닝바 • 신용산,4.8,(191),계절을 느낄수 있는 아늑한 분위기의 1인 셰프 와인 다이닝바,점심 영업안함 · 저녁 2 - 5만원
라뮤즈,다이닝바 • 군자,4.8,(50),"콘서트 레스토랑 라뮤즈 라이브 축하 연주가 있는 기념일 식사 DEAR MY MUSE 생일,기념일,소개팅, 프로포즈, 데이트, 가족 모임",점심 1 - 4만원 · 저녁 2 - 5만원
LAKUEN,이자카야 • 종로,4.4,(406),다양한 꼬치요리를 즐기는 익선동의 이자카야,점심 1-2만원 · 저녁 2-5만원
차이나플레인 서울숲점,중식 • 서울숲,4.4,(43),깔끔하고 맛있는 고품격 프리미엄 중식당,점심 1 - 3만원 · 저녁 2 - 5만원
심퍼티쿠시 용산점,유러피안음식 • 삼각지,4.6,"(1,131)","유러피안 요리를 아시안 스타일로 풀어낸 감각적인 파인캐주얼 레스토랑, 심퍼티쿠시.",점심 저녁 동일가 2 - 5만원
스케줄 성수,이탈리아음식 • 성수,4.4,"(2,069)",성수에서 느끼는 유럽 광장 느낌의 복합 문화공간,점심 저녁 동일가 2 - 5만원
연남파도,다이닝바 • 연남,4.9,(379),스시야 출신 셰프들이 전개하는 재패니즈 다이닝,점심 영업안함 · 저녁 2 - 5만원
단초밥,"회,사시미 • 신당",4.7,(30),"퀄리티 훌륭한 워터에이징 숙성 회, 초밥 전문점",점심 1 - 3만원 · 저녁 2 - 5만원
청춘구락부,"곱창,막창 • 마포",4.6,(13),차원이 다른 양대창 화로구이와 평양냉면을 즐기는 공간,점심 저녁 동일가 2 - 5만원
데블스도어 센트럴시티점,"맥주,호프 • 반포",4.4,(185),수제 맥주가 맛있는 아메리칸 스타일 다이닝펍,점심 1 - 3만원 · 저녁 2 - 5만원
배반낭자,퓨전음식 • 한남,4.6,(82),"와인, 위스키, 전통주를 소개하는 술집",점심 영업안함 · 저녁 2 - 5만원
피오레,이탈리아음식 • 여의도,4.2,(158),"파스타, 스테이크가 맛있는 이탈리안 레스토랑",점심 저녁 동일가 2 - 5만원
서울등심,소고기구이 • 구의,4.6,(18),한우 도매가 인하로 ‘가격 인하’ 되었습니다.,점심 1 - 2만원 · 저녁 2 - 5만원
아루,일식 • 도산공원,4.8,(509),"도산공원 핫플,맛집분위기 좋은 재패니즈 다이닝 입니다3대 조리학교 출신,신라호텔 10년 경력의 쉐프와 소믈리에의 페어링을 함께 만나보세요.독일 와이너리 Kloster Eberbach Ambassaador로 TBA등 아시아 유일 와인을 판매합니다.",점심 영업안함 · 저녁 2 - 5만원
콘메,이탈리아음식 • 석촌,4.7,(772),생면파스타와 와인을 즐기는 편안하고 특별한 이탈리아 레스토랑,점심 저녁 동일가 2 - 5만원
숙성회장,"회,사시미 • 선릉",4.6,(468),질 좋은 숙성회를 부담 없는 가격에 즐길 수 있는 숙성회 브랜드 !!! 점심영업 개시 !!! (오마카세는 현재 운영을 하고있지 않습니다),2.3~2.8만원 · 저녁 2 - 5만원
오쓰세이로무시 여의도점,일식 • 여의도,4.6,(966),찜요리 세이로무시와 다양한 일식을 경험할 수 있는 공간,점심 저녁 동일가 2 - 5만원
우대하루,"육류,고기요리 • 신용산",4.6,(100),"구워드리는 숯불화로구이  최상급 한우 1++BMS NO.9, 어린 양갈비, 소고기 생갈비가 맛있는 품격있는 고기집입니다",점심 저녁 동일가 2 - 5만원
우슴,한식 • 논현,4.4,(81),매일 삶는 소고기 수육과 다양한 전통주와 하이볼,점심 1 - 5만원 · 저녁 2 - 5만원
심퍼티쿠시 서울역점,유러피안음식 • 서울역,4.7,(642),"유러피안 요리를 아시안 스타일로 풀어낸 감각적인 파인캐주얼 레스토랑, 심퍼티쿠시.",점심 저녁 동일가 2 - 5만원
정양집 광화문점,양고기 • 광화문,4.4,(82),정직하고 올바른 양고기를 대접하는 아늑하고 편안한 공간,점심 저녁 동일가 2 - 5만원
아뮤즈살롱,다이닝바 • 압구정로데오,NA,NA,"르꼬르동 출신 쉐프의 유니크한 음식과 다양한 주류를 함께 즐길 수 있는 곳. 쉐프 추천 6dish를 1인 59,000원에 맛보실 수 있습니다(2인이상).",점심 영업안함 · 저녁 2 - 5만원
디핀고,이탈리아음식 • 압구정로데오,4.8,(387),생면파스타&치즈퐁듀에 다양한 주류를 심야까지       (새벽3시) 즐길 수 있는 프라이빗한 분위기의 다이닝바,점심 영업안함 · 저녁 2 - 5만원
기호,한식 • 연남,4.8,(125),매일같이 신선한 메뉴와 다채로운 우리 술을 즐길 수 있는 아늑한 공간,점심 영업안함 · 저녁 2 - 5만원
수베니어,와인 • 용산,4.7,(129),쉐프의 디쉬로 다양한 문화세계를 경험하고 기념할수 있는 와인 다이닝바 입니다,점심 1 - 2만원 · 저녁 2 - 5만원
팬앤팟,와인 • 연남,4.9,(16),조용하고 아늑한 분위기의 비스트로 와인바,점심 1 - 3만원 · 저녁 2 - 5만원
어슬청담(청담점),다이닝바 • 청담,4.5,(372),멋스러운 퓨전한식과 한국의 전통주를  즐길 수 있는 한식다이닝바,점심 영업안함 · 저녁 2 - 5만원
이자카야 키네,이자카야 • 압구정로데오,4.5,(134),고퀄리티의 메뉴를 부담스럽지 않게 방문할 수 있는 곳,점심 영업안함 · 저녁 2 - 5만원
우물집 창신점,한식 • 종로,4.3,"(1,756)","시간이 멈춘 공간 우물집입니다.(100%예약제, ✖︎매장 앞 주차금지✖︎)",점심 저녁 동일가 2 - 5만원
씨티헌터,소고기구이 • 가로수길,4.7,(2),"프리미엄 호르몬(특수부위), 이자카야",점심 영업안함 · 저녁 2 - 5만원
신사약방,"육류,고기요리 • 신사",4.7,(110),肉=藥   좋은 재료의 고기와 차별화 된 숙성을 통한 보약이 되는 고기,점심 저녁 동일가 2 - 5만원
ATTA,다이닝바 • 한남,4.5,(898),화덕으로 조리되는 편안한 디쉬들을 다양한 주류와 페어링하여 즐기는 화덕바,점심 저녁 동일가 2 - 5만원
베라 한남점,이탈리아음식 • 한남,4.6,(59),나폴리 피자협회에서 인증받은 진짜(vera) 나폴리피자를 선보이는 이탈리아 레스토랑,점심 저녁 동일가 2 - 5만원
라뜰리에 한남점,이탈리아음식 • 한남,4.3,(58),프리미엄 브런치와 이탈리안 다이닝을 도심 속 숲에 온 듯한 여유롭고 아늑한 공간에서 즐길 수 있는 모던 카페 레스토랑,점심 저녁 동일가 2 - 5만원
우오하나,이자카야 • 신사,4.9,(624),프라이빗한 룸이 있는 갓포요리 이자카야,점심 영업안함 · 저녁 2 - 5만원
신도세기 보라매직영점,"육류,고기요리 • 보라매",4.4,(44),프리미엄 돼지고기와 한우 1++ 우수한 품질의 소고기를 맛보실 수 있는 곳,점심 저녁 동일가 2 - 5만원
알레,다이닝바 • 해방촌,4.8,(48),숯으로 풀어낸 제철 Urban 이탈리안 레스토랑,점심 영업안함 · 저녁 2 - 5만원
시즌그리팅 성수,이탈리아음식 • 서울숲,4.6,(27),제철 원재료를 활용한 클래식한 메뉴들과 와인을 함께 즐길 수 있는 서울숲 이탈리안 다이닝,점심 저녁 동일가 2 - 5만원
캐롤스 롯데월드몰,아메리칸음식 • 잠실,4.4,(852),미국 전통의 맛을 재연한 아메리칸 패밀리 레스토랑 Carol's,점심 저녁 동일가 2 - 5만원
에르바,이탈리아음식 • 압구정,4.6,(49),"콜키지프리 이탈리안 요리, 편안한 느낌의 공간",점심 저녁 동일가 2 - 5만원
순정한우정육식당 교대점,소고기구이 • 교대,4.7,(27),상차림비 없는 착한 한우 전문점,점심 저녁 동일가 2 - 5만원
부엔트라고,이탈리아음식 • 상수,4.2,(21),이탈리아 정통 스타일의 파스타와 참나무 훈연 그릴에 구운 스테이크 전문 오스테리아☞ 대관및 단체모임 6명~20명 가능합니다.,점심 저녁 동일가 2 - 5만원
메이탄 성수서울숲점,중식 • 서울숲,4.4,(7),이송학 명장이 이끄는 중식이 맛있는 집,점심 저녁 동일가 2 - 5만원
포사로(fosaro),이자카야 • 신사,4.8,(167),뉴에이지(뉴욕/바르셀로나) 분위기를 접목시킨 숯 그릴 전문 이자카야,점심 영업안함 · 저녁 2 - 5만원
합정광안리 본점,"회,사시미 • 합정",4.8,(42),"신선한 연어와 육사시미, 두툼한 제철숙성회에 부산식 찌개가 맛있는합정동 원조 숙성회 맛집",점심 영업안함 · 저녁 2 - 5만원
더바른정육식당 2호점(논현직영점),소고기구이 • 논현,4.8,(50),1++한우와 제주흑돼지를 저렴하게 룸에서 즐기는 회식하기 좋은 집,점심 1 - 4만원 · 저녁 2 - 5만원
우시야 방이점,한우오마카세 • 방이,4.7,(178),특별한 날 좋은 분위기에서 좋은 음식과 함께 하는 공간,점심 영업안함 · 저녁 2 - 5만원
엘리엇 청담,이탈리아음식 • 청담,4.6,(136),"아름다운 정원과 테라스를 품은 홈메이드 베이킹 카페, 이탈리안 브런치 노셔리",점심 2 - 4만원 · 저녁 2 - 5만원
너애하누,소고기구이 • 성신여대,4.8,(31),"1++ 1+ 등급 720시간 숙성 한우구이 , 국산만 고집하는 고집쟁이의 수제반찬, 소중한 사람과 함께 하고 싶게 만드는 공간.당신의 특별한 날을 위해 정성껏 준비하겠습니다.",1.5만원~5만원 · 저녁 2 - 5만원
우물집 홍대점,한식 • 홍대,4.5,(509),"시간이 멈춘 공간 우물집, 홍대점도 오픈했습니다 :)",점심 저녁 동일가 2 - 5만원
더기와 용산점,요리주점 • 신용산,3.9,(194),고즈넉하고 편안한 분위기에서 한식과 다양한 전통주를 즐길 수 있는 한식 다이닝 주점,점심 1 - 3만원 · 저녁 2 - 5만원
아카라,이자카야 • 선정릉,4.7,(19),매일 바뀌는 사시미와 각종 숯불구이가 가득한 오픈 주방 로바다야끼,점심 영업안함 · 저녁 2 - 5만원
우물집 구의점,한식 • 구의,4.3,(257),"시간이 멈춘 공간, 우물집 구의점입니다.* 우물집 구의는 모든 좌석이 좌식입니다 :)",점심 저녁 동일가 2 - 5만원
천년동안도 강남,"칵테일,위스키 • 강남",4.8,(92),천년동안도는 천년동안 연주가 계속되는 섬 이라는 뜻으로 1996년 대학로에서 처음 문을 열었습니다. 한국의 공연문화 합법화를 이룬 곳이기도 합니다. 강남점은 라이브 공연과 LP 감상 을 위한 공간입니다.,점심 영업안함 · 저녁 2 - 5만원
이치만,이자카야 • 여의도,4.8,(285),프라이빗 룸과 다양한 메뉴를 맛볼 수 있는 공간,점심 저녁 동일가 2 - 5만원
정원다이닝,이자카야 • 방이,4.7,(85),6월이벤트 only 홀테이블 모든요일 콜키지 프리테이블당 1병입니다일식을 베이스로 한 다양한 요리를 합니다,점심 영업안함 · 저녁 2 - 5만원
미치코서울 재즈라운지,다이닝바 • 논현,5.0,(229),"매주 목금토일 20:30부터 큐반재즈, 브라질재즈, 집시재즈 그리고 뉴욕분위기를 느낄 수있는 스윙재즈 공연이 열리는 이국적인 무드의 재즈라운지",점심 영업안함 · 저녁 2 - 5만원
에피스,유러피안음식 • 역삼,4.8,(68),유럽감성 성당뷰의 캐쥬얼 양식당,점심 저녁 동일가 2 - 5만원
